23	1	1	3.75	3.902182518	3	5	2	5	5	4	4	2	3	2
22	2	2	3.5	1.774153795	3.2	5	5	5	5	5	4	2	2	2
20	1	2	3	7.499181246	2.8	1	1	2	1	4	3	5	5	4
29	1	1	4	2.968970004	4.2	5	1	4	1	4	1	2	1	2
22	1	2	4.25	5.159700043	4.2	3	3	3	3	5	5	3	3	3
20	1	1	4.25	2.214938737	3.8	4	4	4	4	3	1	2	2	2
23	2	1	3	4.083001272	2.6	5	3	4	3	2	2	2	2	1
22	2	2	3	5.559577517	2.2	5	1	5	4	5	4	3	3	3
20	1	1	4.75	2.705149978	3.4	3	3	5	5	5	5	5	4	2
24	1	1	4	7.563301229	3.8	5	1	3	1	3	1	4	3	4
23	2	2	3.75	3.720122527	3.6	5	4	5	4	4	3	4	3	1
21	2	2	3.75	5.252182518	1.8	3	4	5	5	5	4	4	4	2
24	2	2	3.5	6.026910013	2.6	1	1	5	5	4	3	3	3	2
20	1	2	4	5.676213786	3	4	3	3	1	5	5	3	5	3
23	2	2	4	4.586179974	3.2	2	3	5	3	2	2	3	3	2
22	1	1	4	2.601971276	3.2	4	2	5	4	5	3	4	5	2
19	1	1	4	4.483820026	2.8	4	1	5	4	2	1	4	2	2
21	1	2	4	11.29042248	3.2	4	3	4	4	1	1	2	3	2
30	1	2	3.75	6.231452479	3.8	5	4	5	4	5	3	4	4	1
21	1	2	4.5	6.708573734	3	1	1	5	5	4	4	5	5	4
19	2	2	4.25	5.181760035	3.6	3	1	5	4	5	3	4	2	2
21	2	2	2.75	5.684490528	3.6	5	3	4	3	2	2	4	5	1
18	1	1	4.25	3.7	3	2	2	5	5	3	2	1	2	2
20	2	2	3.75	4.316821298	3.2	4	2	4	4	4	2	4	3	2
24	2	2	3.5	3.366698771	3	3	5	5	5	4	2	5	3	2
20	1	1	5	4.320422483	4.4	5	4	4	4	3	2	2	2	1
21	1	1	5	3.15648753	3	5	3	5	5	4	2	5	5	4
23	2	2	3.25	5.165880017	3.4	3	3	4	3	4	3	2	3	2
23	2	2	4	3.901152522	4	3	2	3	3	1	1	4	5	4
23	2	1	4.75	2.363212514	3.8	4	2	5	3	4	2	4	4	2
23	1	2	4	5.044850022	4	5	5	5	5	5	5	5	5	2
22	2	2	3.75	6.575843953	4.4	2	1	5	4	4	3	4	2	2
19	1	1	5.25	7.091452479	3.6	5	1	5	3	5	2	5	4	2
31	1	2	3.5	4.61	3	3	3	4	4	3	3	2	2	2
23	2	1	5	5.848573734	4	3	3	3	4	2	1	2	1	2
18	1	1	5	6.359700043	3.6	5	3	5	4	4	3	5	4	2
21	2	2	4.5	5.995272505	4	5	5	5	4	4	3	5	5	1
30	2	2	3.5	3.10279003	4	1	1	3	4	4	4	1	1	3
20	1	1	4.75	5.911241237	3.6	1	1	5	3	2	2	5	5	4
18	1	1	3.75	5.41351247	3.4	5	4	5	4	4	3	5	4	1
21	2	2	3.75	6.048188027	4.4	3	4	5	5	2	2	3	3	2
23	2	2	4.5	3.535842151	3.2	5	3	4	2	2	1	2	3	1
20	2	2	3.5	4.890122527	2.4	2	3	4	4	3	2	4	3	2
27	1	2	3.75	8.633089987	3.8	5	4	5	4	4	4	5	4	1
21	1	1	3.5	8.652482475	4.6	2	2	4	4	5	1	3	3	2
18	1	1	4	5.340174465	3.8	5	4	5	3	5	3	5	4	4
26	2	1	4.5	5.833212514	4.2	5	5	3	1	1	1	1	1	1
18	2	2	4.75	4.256910013	4.2	5	4	5	3	5	3	5	5	1
19	1	1	4.5	5.155272505	4.2	5	1	5	2	5	2	4	3	2
19	1	1	3.75	3.250122527	2.6	3	2	4	4	2	1	3	5	4
21	2	2	3.25	4.261760035	3.4	4	3	5	4	5	2	5	4	2
22	2	2	3.25	3.697940009	3.6	2	2	4	4	4	4	3	3	2
22	1	2	4.75	3.634153795	3.6	4	3	4	3	4	3	4	4	2
26	2	2	4	15.76248247	4	4	3	4	2	4	2	4	2	2
22	2	2	4.5	3.016910013	3.6	4	3	5	3	3	3	3	5	2
22	2	2	3.25	4.65536122	3	4	3	4	3	3	4	4	4	2
19	1	1	3.75	4.725512668	2.6	3	3	1	1	2	1	1	1	1
23	2	2	4	5.871029996	3.4	5	3	5	4	4	4	5	4	2
21	1	1	3.75	3.864119983	5	3	1	1	1	1	1	1	1	1
19	1	1	5.75	4.148239965	3.8	4	3	3	3	5	5	4	4	3
22	1	1	4	3.476910013	4	4	2	2	2	4	4	2	4	3
25	2	1	3.75	3.356910013	3.8	4	1	2	3	2	5	2	2	1
19	1	1	3.25	6.351387189	3.2	5	3	1	1	1	1	1	1	1
18	1	1	4.25	2.966302501	3	5	2	2	2	5	4	2	4	3
18	1	1	5	3.347940009	3.6	4	2	3	2	1	1	4	4	4
18	1	1	3.75	4.262059991	3.4	5	4	1	2	1	4	2	5	1
20	1	1	3.25	5.770122527	3	5	1	4	3	1	1	1	1	2
21	1	1	2.75	4.407332496	4	2	1	2	1	2	3	4	4	3
18	2	1	3.75	5.936910013	3.6	4	4	3	4	3	3	2	4	2
19	2	1	4.5	9.050422483	4.2	5	4	1	1	4	5	4	4	3
19	1	1	4.25	3.801029996	3.8	5	4	4	4	4	5	3	5	3
20	1	1	3.75	3.503212514	3.8	5	3	1	1	4	3	4	5	1
19	1	1	3	4.183212514	4.4	4	3	3	3	2	3	2	2	1
19	2	1	5	10.77042248	3.2	5	4	2	3	5	4	5	5	3
24	2	1	5.5	5.316302501	4.2	5	2	2	1	4	4	2	4	3
22	1	1	4.75	7.388362492	4.4	5	3	4	3	2	1	2	4	2
23	1	2	3.5	6.979144469	3.4	3	3	3	3	4	3	3	3	3
21	1	2	3	6.515149978	4	2	3	3	3	4	4	3	3	3
22	1	1	5.5	5.090730039	4.4	5	2	1	1	1	1	1	3	2
20	1	2	3.75	5.806998728	3.2	5	3	5	4	5	5	4	5	1
18	1	1	4.5	4.575520523	3.2	5	3	2	1	2	4	3	5	1
24	2	1	3.25	4.973945518	3.4	5	4	2	2	3	1	3	4	1
19	1	1	3.75	4.346910013	3.4	5	3	1	1	1	1	1	1	1
18	1	1	4	11.54621379	3.8	2	2	2	2	3	3	2	3	3
20	1	1	4.25	3.908547521	4.4	2	1	1	2	2	4	5	4	4
19	2	1	4	6.803089987	2.8	4	4	4	2	2	3	2	4	1
21	1	1	3.75	2.509700043	3	5	1	2	2	1	1	1	5	1
25	1	1	5.75	5.725149978	4.4	5	5	1	1	5	5	5	4	1
24	1	1	5	3.653212514	4.6	4	4	2	2	1	1	3	3	1
24	1	1	4.25	8.974242509	3.8	5	5	1	2	5	3	3	4	1
24	2	1	5.25	1.724153795	4.6	4	1	1	2	1	2	4	3	1
24	2	1	4.25	2.347121255	3.6	5	2	1	1	2	3	3	4	4
22	2	1	5	5.318547521	4.6	5	2	2	2	5	5	4	4	3
21	2	2	4.25	4.510422483	4.6	4	1	1	1	5	5	4	2	3
20	1	1	5.25	4.28	3.8	4	3	1	1	2	3	3	4	1
18	2	1	5.25	4.329392488	3.4	4	4	4	3	4	5	4	5	2
20	2	1	3.75	6.786910013	3	5	2	1	2	2	2	3	3	1
24	1	2	3.75	7.866910013	2.8	3	3	4	4	3	3	3	3	3
19	1	1	4	2.772008053	3.2	4	2	4	3	2	2	4	4	1
19	2	1	4.25	4.318758763	3.2	5	3	2	2	2	2	1	2	1
22	2	1	4.5	3.035757491	4	3	3	4	4	4	4	4	5	4
24	2	2	3.25	3.898970004	3.8	1	1	2	2	4	5	1	1	3
21	1	1	4	5.379603729	4.2	3	3	1	1	4	3	4	3	1
20	1	1	5	4.691452479	3.2	5	3	2	2	4	5	3	5	1
23	1	1	4.5	3.207851294	3.8	5	1	1	1	5	1	3	5	1
22	1	2	3	4.651029996	2.2	3	3	3	3	3	3	3	3	1
19	1	1	5	2.248062535	3.2	4	1	2	2	2	3	1	4	4
19	1	1	3.5	4.019700043	4.4	5	3	2	2	1	2	3	2	1
19	1	1	4	4.542182518	3	5	3	1	1	4	3	2	4	1
28	2	2	3.75	3.990333768	3.8	2	2	4	3	3	3	3	4	2
20	1	2	2.25	7.359392488	3.6	3	2	3	3	2	1	2	2	2
21	2	2	4.25	2.85	3.6	5	4	3	2	4	4	3	4	4
24	1	2	3.5	8.134242509	3.6	2	2	1	1	4	3	4	4	1
20	1	1	4.25	4.016213786	3.4	5	3	4	3	1	2	3	4	1
22	1	1	4.75	3.185880017	2.6	5	2	4	4	2	5	5	5	4
24	2	2	3	6.57536122	4.2	3	3	3	3	3	3	3	3	1
21	1	2	3.5	6.605272505	4.2	5	4	3	3	2	2	1	1	2
19	1	1	3.75	6.274331224	3.4	4	2	4	4	1	2	2	4	2
18	1	2	3.5	12.66248247	3	3	5	3	5	5	5	1	1	3
23	2	1	4.25	3.971760035	2.8	1	1	1	1	1	1	1	1	4
18	1	1	4.75	4.644453751	4	4	5	2	1	2	3	3	3	1
20	2	2	4.25	5.84963265	2.6	4	3	4	3	4	3	3	5	4
21	1	2	2.75	9.667728767	3.6	4	4	2	2	3	3	3	3	1
20	1	2	3.75	3.169392488	3.4	3	4	4	4	4	4	5	5	4
21	2	2	4	2.514479477	3.6	3	3	3	3	3	3	3	3	1
22	1	2	4.5	3.805483747	3.6	3	4	4	4	4	4	4	4	3
21	1	2	4.5	7.401029996	5	1	1	1	1	2	3	3	5	4
22	2	2	3.75	11.89960373	3.6	4	2	3	3	3	2	4	5	4
23	1	2	2.75	6.422059991	4.2	3	3	3	3	3	3	3	3	4
18	1	1	4.75	4.055757491	3.8	5	2	2	2	2	4	4	3	1
23	1	1	4.25	5.398362492	3.6	5	3	2	2	5	4	3	3	3
18	1	1	5	4.486910013	3.6	5	4	4	3	5	5	3	3	3
24	2	2	4.5	4.278062535	3.8	5	5	1	2	5	4	1	2	4
22	1	1	4.25	9.71351247	4.2	4	1	4	2	1	1	3	5	4
23	2	2	4.25	5.453820026	3.2	5	5	5	2	4	3	5	5	4
21	1	2	3	9.290422483	2.8	5	5	3	3	3	3	4	4	4
18	1	2	4.25	5.657332496	3.4	4	4	2	2	3	3	3	3	4
20	1	2	3.75	9.449176084	4.4	4	3	2	2	4	3	1	1	3
22	1	1	4	4.577664195	2.8	5	1	5	2	1	3	2	3	1
19	1	1	5.5	5.231029996	3.6	4	3	4	4	2	2	2	2	1
24	2	2	3.5	6.614119983	3.6	5	2	1	2	4	2	2	4	1
23	1	2	3	9.946179974	3	3	3	3	3	5	5	2	2	3
23	2	2	1	3.556910013	3	5	5	1	4	1	1	1	5	1
19	2	1	4.5	7.010730039	3.8	4	2	3	2	1	3	2	3	2
23	2	1	4	2.24703254	3.8	5	3	4	2	2	2	4	4	1
22	1	2	3.75	5.29351247	3.6	5	3	4	4	3	4	4	4	4
26	1	1	6	2.643820026	4.6	5	3	2	2	3	3	4	5	1
22	1	2	4	7.38720997	2.8	4	4	4	4	3	3	3	4	1
20	2	1	5	6.579303773	2.4	5	2	4	2	5	5	1	3	3
31	1	1	4.75	3.716054482	3.6	3	2	4	4	3	4	1	4	2
23	2	2	3.75	14.07145248	3.8	5	5	3	3	5	5	1	2	3
30	1	1	4.25	4.250607512	3.2	4	3	5	4	4	4	1	2	2
24	2	2	2.5	4.12	2.8	5	3	2	1	4	5	4	5	4
23	1	1	3.75	3.902182518	3	4	1	2	4	2	4	1	4	1
22	2	2	3.5	1.774153795	3.2	4	2	3	4	1	1	4	4	4
20	1	2	3	7.499181246	2.8	5	4	1	1	2	3	1	1	1
29	1	1	4	2.968970004	4.2	5	1	2	1	3	1	3	1	1
22	1	2	4.25	5.159700043	4.2	5	5	2	2	4	4	3	3	1
20	1	1	4.25	2.214938737	3.8	5	2	2	2	3	2	3	2	2
23	2	1	3	4.083001272	2.6	3	3	4	4	2	2	1	1	2
22	2	2	3	5.559577517	2.2	5	3	1	1	2	2	3	4	1
20	1	1	4.75	2.705149978	3.4	4	3	1	1	1	1	1	1	1
24	1	1	4	7.563301229	3.8	5	2	4	1	4	1	1	1	1
23	2	2	3.75	3.720122527	3.6	5	3	4	4	5	4	4	4	3
21	2	2	3.75	5.252182518	1.8	4	5	2	2	4	5	5	5	3
24	2	2	3.5	6.026910013	2.6	5	5	1	1	4	4	1	2	1
20	1	2	4	5.676213786	3	4	4	1	1	4	5	5	4	3
23	2	2	4	4.586179974	3.2	4	4	1	1	3	2	1	1	1
22	1	1	4	2.601971276	3.2	5	4	4	3	2	3	3	5	1
19	1	1	4	4.483820026	2.8	5	2	2	2	4	2	5	4	4
21	1	2	4	11.29042248	3.2	2	3	3	3	4	4	4	4	4
30	1	2	3.75	6.231452479	3.8	4	4	3	3	2	3	3	3	4
21	1	2	4.5	6.708573734	3	2	1	3	1	3	2	5	5	4
19	2	2	4.25	5.181760035	3.6	4	4	1	2	1	1	2	3	1
21	2	2	2.75	5.684490528	3.6	3	2	2	1	5	4	4	4	3
18	1	1	4.25	3.7	3	5	1	2	1	5	4	2	2	3
20	2	2	3.75	4.316821298	3.2	2	1	1	2	1	1	2	1	2
24	2	2	3.5	3.366698771	3	5	3	1	1	2	2	2	2	1
20	1	1	5	4.320422483	4.4	2	2	1	2	1	3	3	5	4
21	1	1	5	3.15648753	3	4	3	5	4	2	3	4	5	4
23	2	2	3.25	5.165880017	3.4	5	3	3	3	4	3	3	3	3
23	2	2	4	3.901152522	4	2	2	1	1	2	2	1	1	1
23	2	1	4.75	2.363212514	3.8	4	2	2	2	4	3	4	5	4
23	1	2	4	5.044850022	4	5	5	5	4	4	4	2	3	1
22	2	2	3.75	6.575843953	4.4	5	2	1	1	1	1	1	1	1
19	1	1	5.25	7.091452479	3.6	5	2	1	1	3	3	4	4	4
31	1	2	3.5	4.61	3	4	4	4	4	2	2	3	3	2
23	2	1	5	5.848573734	4	4	2	1	2	4	2	2	3	4
18	1	1	5	6.359700043	3.6	5	4	3	3	4	3	3	3	1
21	2	2	4.5	5.995272505	4	5	3	1	1	2	4	5	5	4
30	2	2	3.5	3.10279003	4	5	5	1	1	4	3	5	5	4
20	1	1	4.75	5.911241237	3.6	5	2	4	3	4	2	3	5	4
18	1	1	3.75	5.41351247	3.4	5	4	4	3	4	3	5	4	4
21	2	2	3.75	6.048188027	4.4	5	5	3	4	4	5	4	5	4
23	2	2	4.5	3.535842151	3.2	4	3	1	1	2	4	2	4	1
20	2	2	3.5	4.890122527	2.4	4	3	1	1	3	2	2	3	1
27	1	2	3.75	8.633089987	3.8	5	5	1	1	2	3	2	1	1
21	1	1	3.5	8.652482475	4.6	5	5	5	2	2	2	1	1	1
18	1	1	4	5.340174465	3.8	4	4	4	4	5	5	5	5	4
26	2	1	4.5	5.833212514	4.2	5	5	1	3	5	5	2	3	3
18	2	2	4.75	4.256910013	4.2	5	1	5	1	5	3	3	3	2
19	1	1	4.5	5.155272505	4.2	4	1	1	1	2	2	2	3	1
19	1	1	3.75	3.250122527	2.6	5	3	1	2	3	3	4	4	1
21	2	2	3.25	4.261760035	3.4	3	2	5	2	4	4	4	5	2
22	2	2	3.25	3.697940009	3.6	5	5	5	5	3	3	5	5	2
22	1	2	4.75	3.634153795	3.6	5	4	4	2	2	1	1	4	1
26	2	2	4	15.76248247	4	4	3	1	1	3	2	1	1	1
22	2	2	4.5	3.016910013	3.6	4	2	4	4	5	5	5	5	4
19	1	1	5	5.091175909	3.2	5	5	5	4	5	3	5	5	1
19	1	1	5	4.274683258	2.2	4	2	3	2	4	2	5	4	4
18	1	1	5.5	5.934743249	2.8	5	2	3	4	1	1	4	3	1
19	1	1	4.75	9.746165492	2.2	4	3	4	3	5	4	3	3	3
22	2	2	2	9.023692133	2	3	2	3	2	2	2	2	4	1
20	1	1	5	4.132118837	2.4	5	3	1	1	1	2	1	3	1
21	1	1	4	4.374645507	3.2	5	4	3	3	4	3	3	2	1
18	1	1	3.5	5.277077222	3.2	5	2	5	4	5	3	4	2	2
18	1	1	5.25	4.492246543	3.4	4	3	4	3	2	2	4	4	1
23	1	1	5.25	2.771683258	2.4	5	2	4	4	2	1	4	5	1
28	2	2	4.25	3.496692133	3	4	4	5	5	3	3	5	5	4
19	1	1	5.75	4.861417089	3.4	5	4	5	5	4	1	4	5	2
24	1	1	4	3.811575914	2.4	4	1	4	4	1	4	4	4	1
19	1	1	3	5.416316742	2.4	4	4	5	5	3	3	3	3	2
26	2	1	4.5	4.768713458	2.8	4	4	2	2	4	4	4	4	3
19	2	1	4.25	3.328008721	3.4	3	4	4	4	3	3	4	4	3
18	1	1	3.75	4.259879891	2.8	4	3	4	4	1	2	2	3	1
19	1	1	3.25	2.307481197	2.4	4	3	4	4	2	1	2	4	1
19	1	1	3.25	3.425327881	2.6	3	2	5	3	2	1	4	5	4
19	1	1	4	4.305144584	3	4	2	2	5	3	2	4	5	4
23	1	1	4.5	3.768623267	2.6	5	4	5	4	1	1	4	4	1
20	1	1	5.25	2.188671602	1.6	5	2	2	4	2	3	4	5	4
18	1	1	5	7.109270087	2.6	5	4	3	4	4	3	2	1	1
18	1	1	3.75	6.713107217	2.4	5	4	4	5	3	4	4	4	3
22	1	1	4	8.469107217	3	5	5	5	5	5	4	4	5	1
27	2	2	3.5	4.825449623	1.4	5	5	4	2	2	2	5	5	1
19	2	1	4.25	2.61909998	3.2	5	3	5	5	4	3	5	5	1
22	2	2	4	3.678701184	2.2	4	3	2	2	2	2	4	4	1
19	1	1	3.5	6.735077222	2.2	4	4	5	5	2	2	2	2	2
25	1	1	4.75	7.215985963	2.6	5	4	4	4	5	5	5	5	3
22	2	1	4.75	3.081766762	3.2	5	4	2	5	1	3	3	5	1
19	1	1	4.75	2.119208249	3.4	5	4	5	5	5	3	5	5	4
26	2	2	4	5.002573242	2.8	4	4	5	4	4	3	4	4	2
18	1	1	5	5.707715451	3.4	5	3	5	4	4	2	3	4	2
26	2	1	4.5	3.746804717	3	5	5	3	3	5	5	4	5	4
18	1	1	4.5	3.95231277	2.8	5	4	4	4	5	3	5	4	4
18	1	1	4.25	7.969834712	3	5	4	5	5	5	3	5	5	1
18	1	1	4.25	3.221189967	3	5	4	5	5	3	4	3	4	2
19	1	1	3.75	2.696281226	2.6	4	2	2	4	4	3	2	5	3
29	2	1	3.25	1.886311221	1.4	2	2	4	3	4	2	4	4	4
20	1	1	4.5	3.715442225	3	5	4	4	4	4	4	3	3	1
20	1	1	6	1.460300083	3.4	5	3	3	4	5	3	5	5	1
18	1	1	3.75	3.410116786	3.6	5	5	2	5	4	5	4	5	1
21	2	1	3.75	6.62068256	2.6	5	2	4	3	3	4	4	4	4
23	2	1	3.75	2.778480033	2.6	5	4	1	4	2	1	1	2	1
30	2	1	5	4.231107217	1.8	5	4	1	4	2	2	2	4	1
23	2	1	3	8.602985963	2.6	4	2	5	2	3	1	3	3	2
20	2	1	3.25	6.942804717	2.2	5	1	1	2	1	1	4	4	4
22	2	2	2	10.58160087	1.4	1	1	1	1	2	3	3	4	3
27	2	2	4	5.800449623	3	1	1	1	2	1	2	2	2	4
23	2	2	4.25	3.434714169	2.2	5	4	2	4	4	4	5	5	4
23	1	1	5	3.096849896	2.8	4	2	2	3	2	2	2	3	1
22	2	1	6.75	3.554250508	3.2	4	1	1	4	2	1	2	2	1
21	2	2	2.75	8.937358364	2.4	5	5	5	5	3	3	5	5	1
18	1	1	5	5.514643915	2	3	3	3	5	2	3	1	2	1
24	2	2	3.75	7.043662137	2.2	3	3	3	3	3	3	3	3	4
19	1	1	4.5	1.914297885	3	3	3	4	2	1	1	3	4	4
21	2	1	5.5	4.725713458	2.8	5	3	4	4	4	3	3	4	2
19	1	2	4.25	11.20763214	0.6	3	3	3	3	4	4	5	5	4
18	1	1	4.5	3.114745447	3.2	5	5	2	4	3	3	4	5	1
18	2	1	4.75	2.795723634	3.2	5	3	5	3	3	2	4	4	2
21	1	1	5.25	3.417002442	2.8	5	1	5	5	2	1	5	5	2
19	1	1	3.25	4.695267519	3.2	4	2	4	4	2	2	4	3	2
23	1	2	4.25	14.38860087	2.6	3	2	4	4	2	2	4	4	4
20	1	1	5.25	9.713713254	2.8	5	3	5	5	3	3	5	5	4
21	1	1	4.25	2.794146635	2.4	5	3	3	4	2	2	2	3	1
20	1	1	3.75	2.52553131	2.8	5	3	4	2	4	3	3	2	1
24	1	1	5	2.036610856	2.4	5	2	5	2	2	1	4	4	1
26	2	1	5	4.454864708	3.2	3	5	2	1	5	4	2	1	3
21	1	1	3.75	4.299240091	3	5	3	4	4	4	2	5	5	4
20	2	2	4	6.980600874	2.4	4	4	5	5	4	2	3	5	2
18	2	1	3.5	6.005107217	2.6	3	4	4	4	4	3	4	4	2
21	2	1	3.25	4.154256751	2.4	5	2	3	2	1	3	4	4	2
21	1	2	3.25	4.816516337	2.6	3	3	4	3	4	3	4	3	2
27	2	1	4.75	1.71068256	2.8	5	3	2	1	1	1	3	1	1
